Food_items,Breakfast,Lunch,Dinner,Veg/NonVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars,BMI_Range
Tonkatsu,0,1,0,0,317,22.0,4.5,0.8,1,14,320,3.0,0.0,0.0,1.0,Overweight
Tonkotsu Ramen,1,0,0,1,172,8.0,2.5,0.5,2,6,630,25.4,1.8,0.0,4.0,Healthy
Tortang Talong,0,1,1,1,69,4.5,1.1,0.2,1,1,3,6.1,1.4,0.0,1.0,Healthy
Tortellini Soup,1,0,0,1,86,1.9,0.6,0.4,1,7,151,14.6,1.1,0.0,1.0,Healthy
Tortilla Chips,0,1,1,1,149,7.2,1.2,1.0,1,0,126,17.3,1.8,0.0,0.0,Overweight
Tortilla Espanola,0,1,1,1,213,13.7,2.3,1.1,1,3,358,16.6,2.3,0.0,11.0,Overweight
Tortilla Soup,1,0,0,1,53,2.3,0.4,0.1,0,4,6,7.2,1.2,0.0,7.0,Healthy
Tostada,0,1,1,1,142,6.7,1.5,1.2,4,3,85,17.5,2.3,0.0,1.0,Healthy
Tostadas De Pollo,1,1,0,0,263,13.2,5.3,1.3,16,83,121,14.1,2.0,0.0,1.0,Healthy
Tostadas De Tinga,1,1,0,0,195,8.9,3.1,1.4,8,58,138,13.4,1.6,0.0,1.0,Healthy
Toffee,0,1,1,1,166,5.2,2.7,0.8,0,14,0,17.6,1.4,0.0,17.0,Overweight
Toffee Cake,0,1,1,1,428,15.2,7.2,1.7,1,32,0,63.4,1.3,0.0,34.0,Overweight
Toffee Cookies,0,1,1,1,443,17.7,9.4,2.3,2,35,0,64.3,1.6,0.0,35.0,Overweight
Toffee Ice Cream,0,1,1,1,222,12.8,7.5,5.5,0,40,0,14.9,1.2,0.0,15.0,Overweight
Toffee Milkshake,0,1,1,1,195,7.7,4.8,3.7,0,31,0,16.4,1.2,0.0,16.0,Overweight
Toffee Nut Cookies,0,1,1,1,432,20.3,14.2,1.4,3,67,0,62.3,2.1,0.0,38.0,Overweight
Toffee Nut Ice Cream,0,1,1,1,238,11.9,7.5,5.4,0,40,0,14.3,1.3,0.0,15.0,Overweight
Toffee Pudding,0,1,1,1,322,16.4,8.5,4.5,2,43,0,17.2,1.2,0.0,17.0,Overweight
Toffee Sauce,0,1,1,1,274,10.9,7.0,6.6,0,52,0,28.9,1.2,0.0,29.0,Overweight
Toffee Yogurt,0,1,1,1,130,3.3,1.8,3.4,0,11,0,10.6,1.1,0.0,11.0,Overweight
Tokwa At Baboy,1,0,0,1,298,18.3,7.4,2.2,4,21,86,2.2,0.0,0.0,5.0,Healthy
Tokwa At Tausi,0,0,1,1,123,8.1,1.1,1.6,4,15,342,2.4,0.0,0.0,10.0,Healthy
Tokwa Guisado,1,0,0,1,146,8.4,1.4,0.7,2,18,17,1.8,0.0,0.0,8.0,Healthy
Tokwa't Baboy,1,0,0,1,332,21.5,6.8,1.2,3,25,81,2.2,0.0,0.0,5.0,Healthy
Tokwat Baboy,1,0,0,1,298,18.3,7.4,2.2,4,21,86,2.2,0.0,0.0,5.0,Healthy
Tomato And Cheese Sandwich,0,1,1,1,177,8.2,3.3,0.9,9,6,225,18.4,1.8,0.0,8.0,Healthy
Tomato And Cucumber Sandwich,0,1,1,1,72,3.0,1.0,0.6,2,6,239,10.1,1.1,0.0,1.0,Healthy
Tomato And Mozzarella Panini,0,1,1,1,149,5.9,3.0,1.0,2,8,244,16.1,1.2,0.0,6.0,Healthy
Tomato And Onion Salad,0,1,1,1,22,0.1,0.0,0.1,0,5,2,4.6,0.8,0.0,0.0,Healthy
Tomato And Spinach Salad,0,1,1,1,25,0.5,0.1,0.1,1,2,22,3.1,1.1,0.0,2.0,Healthy
Tomato Basil Pasta,1,0,0,1,147,4.3,1.2,0.6,1,9,294,25.2,2.2,0.0,4.0,Healthy
Tomato Basil Soup,1,0,0,1,51,1.6,0.8,0.3,1,5,4,7.9,1.6,0.0,7.0,Healthy
Tomato Bruschetta,0,1,1,1,59,2.9,0.4,0.6,2,2,113,4.7,0.5,0.0,2.0,Healthy
Tomato Chutney,0,1,1,1,86,4.1,1.3,0.5,1,3,2,15.4,1.9,0.0,1.0,Healthy
Tomato Curry,1,0,0,1,65,3.6,0.4,0.2,1,6,5,4.2,0.9,0.0,4.0,Healthy
Tomato Dal,1,0,0,1,108,3.3,0.3,0.6,2,9,7,17.3,3.0,0.0,0.0,Healthy
Tomato Garlic Chutney,0,1,1,1,76,4.7,0.3,1.2,0,1,5,14.1,1.3,0.0,1.0,Healthy
Tomato Juice,0,1,1,1,18,0.2,0.0,0.0,0,2,4,3.6,0.6,0.0,3.0,Healthy
Tomato Omelette,0,1,1,1,122,6.4,3.3,0.8,7,2,292,4.1,0.9,0.0,10.0,Overweight
Tomato Pachadi,0,1,1,1,78,4.5,1.5,0.4,2,1,3,10.3,2.7,0.0,2.0,Healthy
Tomato Pasta,1,0,0,1,94,2.5,0.3,0.6,0,0,2,17.6,1.8,0.0,0.0,Healthy
Tomato Pesto,0,1,1,1,303,30.2,5.4,1.1,3,9,17,15.2,2.4,0.0,2.0,Overweight
Tomato Rasam,1,0,0,1,47,1.6,0.2,0.3,0,3,6,10.3,1.8,0.0,10.0,Healthy
Tomato Rice,1,0,0,1,132,3.7,1.0,0.5,1,3,17,24.3,3.6,0.0,24.0,Healthy
Tomato Sambar,1,0,0,1,66,2.7,0.3,0.5,1,6,5,10.3,2.6,0.0,10.0,Healthy
Tomato Sandwich,0,1,1,1,86,4.5,1.1,0.5,3,2,166,11.3,1.3,0.0,1.0,Healthy
Tomato Soup,1,0,0,1,74,1.6,0.5,0.3,1,6,10,11.2,2.1,0.0,11.0,Healthy
Tomato Thokku,0,1,1,1,82,4.3,1.1,0.4,1,1,4,11.3,2.6,0.0,1.0,Healthy
Tomato Upma,1,0,0,1,114,3.2,0.5,0.5,2,7,7,20.3,2.8,0.0,2.0,Healthy
Tomato Uttapam,1,0,0,1,165,2.2,0.5,0.5,2,4,6,32.1,3.6,0.0,32.0,Healthy
Tomato Vegetable Soup,1,0,0,1,58,0.6,0.1,0.1,1,7,10,8.6,1.8,0.0,8.0,Healthy
Tomato Yogurt Salad,0,1,1,1,79,3.9,1.5,0.6,4,7,97,11.6,2.5,0.0,3.0,Healthy
Tomato-Garlic Soup,1,0,0,1,70,1.1,0.3,0.2,1,8,8,9.4,1.6,0.0,9.0,Healthy
Tomato-Onion Masala,0,1,1,1,56,2.6,1.2,0.2,2,0,3,11.3,2.9,0.0,2.0,Healthy
Tomato-Onion Soup,1,0,0,1,44,0.6,0.1,0.1,1,5,5,7.4,1.2,0.0,7.0,Healthy
Tomato-Onion Uttapam,1,0,0,1,139,2.3,0.5,0.5,2,6,4,27.6,3.2,0.0,27.0,Healthy
Tomatillo Salsa,0,1,1,1,36,0.2,0.0,0.1,0,9,1,4.9,0.4,0.0,0.0,Healthy
Tonkatsu,0,1,0,0,317,22.0,4.5,0.8,1,14,320,3.0,0.0,0.0,1.0,Overweight
Tonkotsu Ramen,1,0,0,1,172,8.0,2.5,0.5,2,6,630,25.4,1.8,0.0,4.0,Healthy
Tortang Talong,0,1,1,1,69,4.5,1.1,0.2,1,1,3,6.1,1.4,0.0,1.0,Healthy
Tortellini Soup,1,0,0,1,86,1.9,0.6,0.4,1,7,151,14.6,1.1,0.0,1.0,Healthy
Tortilla Chips,0,1,1,1,149,7.2,1.2,1.0,1,0,126,17.3,1.8,0.0,0.0,Overweight
Tortilla Espanola,0,1,1,1,213,13.7,2.3,1.1,1,3,358,16.6,2.3,0.0,11.0,Overweight
Tortilla Soup,1,0,0,1,53,2.3,0.4,0.1,0,4,6,7.2,1.2,0.0,7.0,Healthy
Tostada,0,1,1,1,142,6.7,1.5,1.2,4,3,85,17.5,2.3,0.0,1.0,Healthy
Tostadas De Pollo,1,1,0,0,263,13.2,5.3,1.3,16,83,121,14.1,2.0,0.0,1.0,Healthy
Tostadas De Tinga,1,1,0,0,195,8.9,3.1,1.4,8,58,138,13.4,1.6,0.0,1.0,Healthy
Toffee,0,1,1,1,166,5.2,2.7,0.8,0,14,0,17.6,1.4,0.0,17.0,Overweight
Toffee Cake,0,1,1,1,428,15.2,7.2,1.7,1,32,0,63.4,1.3,0.0,34.0,Overweight
Toffee Cookies,0,1,1,1,443,17.7,9.4,2.3,2,35,0,64.3,1.6,0.0,35.0,Overweight
Toffee Ice Cream,0,1,1,1,222,12.8,7.5,5.5,0,40,0,14.9,1.2,0.0,15.0,Overweight
Toffee Milkshake,0,1,1,1,195,7.7,4.8,3.7,0,31,0,16.4,1.2,0.0,16.0,Overweight
Toffee Nut Cookies,0,1,1,1,432,20.3,14.2,1.4,3,67,0,62.3,2.1,0.0,38.0,Overweight
Toffee Nut Ice Cream,0,1,1,1,238,11.9,7.5,5.4,0,40,0,14.3,1.3,0.0,15.0,Overweight
Toffee Pudding,0,1,1,1,322,16.4,8.5,4.5,2,43,0,17.2,1.2,0.0,17.0,Overweight
Toffee Sauce,0,1,1,1,274,10.9,7.0,6.6,0,52,0,28.9,1.2,0.0,29.0,Overweight
Toffee Yogurt,0,1,1,1,130,3.3,1.8,3.4,0,11,0,10.6,1.1,0.0,11.0,Overweight
Tokwa At Baboy,1,0,0,1,298,18.3,7.4,2.2,4,21,86,2.2,0.0,0.0,5.0,Healthy
Tokwa At Tausi,0,0,1,1,123,8.1,1.1,1.6,4,15,342,2.4,0.0,0.0,10.0,Healthy
Tokwa Guisado,1,0,0,1,146,8.4,1.4,0.7,2,18,17,1.8,0.0,0.0,8.0,Healthy
Tokwa't Baboy,1,0,0,1,332,21.5,6.8,1.2,3,25,81,2.2,0.0,0.0,5.0,Healthy
Tokwat Baboy,1,0,0,1,298,18.3,7.4,2.2,4,21,86,2.2,0.0,0.0,5.0,Healthy
TOM YUM,1,0,0,1,64,0.8,0.1,0.1,0,8,2,7.1,0.5,0.0,8.0,Healthy
Tomato And Cheese Sandwich,0,1,1,1,177,8.2,3.3,0.9,9,6,225,18.4,1.8,0.0,8.0,Healthy
Tomato And Cucumber Sandwich,0,1,1,1,72,3.0,1.0,0.6,2,6,239,10.1,1.1,0.0,1.0,Healthy
Tomato And Mozzarella Panini,0,1,1,1,149,5.9,3.0,1.0,2,8,244,16.1,1.2,0.0,6.0,Healthy
Tomato And Onion Salad,0,1,1,1,22,0.1,0.0,0.1,0,5,2,4.6,0.8,0.0,0.0,Healthy
Tomato And Spinach Salad,0,1,1,1,25,0.5,0.1,0.1,1,2,22,3.1,1.1,0.0,2.0,Healthy
Tomato Basil Pasta,1,0,0,1,147,4.3,1.2,0.6,1,9,294,25.2,2.2,0.0,4.0,Healthy
Tomato Basil Soup,1,0,0,1,51,1.6,0.8,0.3,1,5,4,7.9,1.6,0.0,7.0,Healthy
Tomato Bruschetta,0,1,1,1,59,2.9,0.4,0.6,2,2,113,4.7,0.5,0.0,2.0,Healthy
Tomato Chutney,0,1,1,1,86,4.1,1.3,0.5,1,3,2,15.4,1.9,0.0,1.0,Healthy
Tomato Curry,1,0,0,1,65,3.6,0.4,0.2,1,6,5,4.2,0.9,0.0,4.0,Healthy
Tomato Dal,1,0,0,1,108,3.3,0.3,0.6,2,9,7,17.3,3.0,0.0,0.0,Healthy
Tomato Garlic Chutney,0,1,1,1,76,4.7,0.3,1.2,0,1,5,14.1,1.3,0.0,1.0,Healthy
Tomato Juice,0,1,1,1,18,0.2,0.0,0.0,0,2,4,3.6,0.6,0.0,3.0,Healthy
Tomato Omelette,0,1,1,1,122,6.4,3.3,0.8,7,2,292,4.1,0.9,0.0,10.0,Overweight
Tomato Pachadi,0,1,1,1,78,4.5,1.5,0.4,2,1,3,10.3,2.7,0.0,2.0,Healthy
Tomato Pasta,1,0,0,1,94,2.5,0.3,0.6,0,0,2,17.6,1.8,0.0,0.0,Healthy
Tomato Pesto,0,1,1,1,303,30.2,5.4,1.1,3,9,17,15.2,2.4,0.0,2.0,Overweight
Tomato Rasam,1,0,0,1,47,1.6,0.2,0.3,0,3,6,10.3,1.8,0.0,10.0,Healthy
Tomato Rice,1,0,0,1,132,3.7,1.0,0.5,1,3,17,24.3,3.6,0.0,24.0,Healthy
Tomato Sambar,1,0,0,1,66,2.7,0.3,0.5,1,6,5,10.3,2.6,0.0,10.0,Healthy
Tomato Sandwich,0,1,1,1,86,4.5,1.1,0.5,3,2,166,11.3,1.3,0.0,1.0,Healthy
Tomato Soup,1,0,0,1,74,1.6,0.5,0.3,1,6,10,11.2,2.1,0.0,11.0,Healthy
Tomato Thokku,0,1,1,1,82,4.3,1.1,0.4,1,1,4,11.3,2.6,0.0,1.0,Healthy
Tomato Upma,1,0,0,1,114,3.2,0.5,0.5,2,7,7,20.3,2.8,0.0,2.0,Healthy
Tomato Uttapam,1,0,0,1,165,2.2,0.5,0.5,2,4,6,32.1,3.6,0.0,32.0,Healthy
Tomato Vegetable Soup,1,0,0,1,58,0.6,0.1,0.1,1,7,10,8.6,1.8,0.0,8.0,Healthy
Tomato Yogurt Salad,0,1,1,1,79,3.9,1.5,0.6,4,7,97,11.6,2.5,0.0,3.0,Healthy
Tomato-Garlic Soup,1,0,0,1,70,1.1,0.3,0.2,1,8,8,9.4,1.6,0.0,9.0,Healthy
Tomato-Onion Masala,0,1,1,1,56,2.6,1.2,0.2,2,0,3,11.3,2.9,0.0,2.0,Healthy
Tomato-Onion Soup,1,0,0,1,44,0.6,0.1,0.1,1,5,5,7.4,1.2,0.0,7.0,Healthy
Tomato-Onion Uttapam,1,0,0,1,139,2.3,0.5,0.5,2,6,4,27.6,3.2,0.0,27.0,Healthy
Tomatillo Salsa,0,1,1,1,36,0.2,0.0,0.1,0,9,1,4.9,0.4,0.0,0.0,Healthy
Tonkatsu,0,1,0,0,317,22.0,4.5,0.8,1,14,320,3.0,0.0,0.0,1.0,Overweight
Tonkotsu Ramen,1,0,0,1,172,8.0,2.5,0.5,2,6,630,25.4,1.8,0.0,4.0,Healthy
Tortang Talong,0,1,1,1,69,4.5,1.1,0.2,1,1,3,6.1,1.4,0.0,1.0,Healthy
Tortellini Soup,1,0,0,1,86,1.9,0.6,0.4,1,7,151,14.6,1.1,0.0,1.0,Healthy
Tortilla Chips,0,1,1,1,149,7.2,1.2,1.0,1,0,126,17.3,1.8,0.0,0.0,Overweight
Tortilla Espanola,0,1,1,1,213,13.7,2.3,1.1,1,3,358,16.6,2.3,0.0,11.0,Overweight
Tortilla Soup,1,0,0,1,53,2.3,0.4,0.1,0,4,6,7.2,1.2,0.0,7.0,Healthy
Tostada,0,1,1,1,142,6.7,1.5,1.2,4,3,85,17.5,2.3,0.0,1.0,Healthy
Tostadas De Pollo,1,1,0,0,263,13.2,5.3,1.3,16,83,121,14.1,2.0,0.0,1.0,Healthy
Tostadas De Tinga,1,1,0,0,195,8.9,3.1,1.4,8,58,138,13.4,1.6,0.0,1.0,Healthy
Toffee,0,1,1,1,166,5.2,2.7,0.8,0,14,0,17.6,1.4,0.0,17.0,Overweight
Toffee Cake,0,1,1,1,428,15.2,7.2,1.7,1,32,0,63.4,1.3,0.0,34.0,Overweight
Toffee Cookies,0,1,1,1,443,17.7,9.4,2.3,2,35,0,64.3,1.6,0.0,35.0,Overweight
Toffee Ice Cream,0,1,1,1,222,12.8,7.5,5.5,0,40,0,14.9,1.2,0.0,15.0,Overweight
Toffee Milkshake,0,1,1,1,195,7.7,4.8,3.7,0,31,0,16.4,1.2,0.0,16.0,Overweight
Toffee Nut Cookies,0,1,1,1,432,20.3,14.2,1.4,3,67,0,62.3,2.1,0.0,38.0,Overweight
Toffee Nut Ice Cream,0,1,1,1,238,11.9,7.5,5.4,0,40,0,14.3,1.3,0.0,15.0,Overweight
Toffee Pudding,0,1,1,1,322,16.4,8.5,4.5,2,43,0,17.2,1.2,0.0,17.0,Overweight
Toffee Sauce,0,1,1,1,274,10.9,7.0,6.6,0,52,0,28.9,1.2,0.0,29.0,Overweight
Toffee Yogurt,0,1,1,1,130,3.3,1.8,3.4,0,11,0,10.6,1.1,0.0,11.0,Overweight
Tokwa At Baboy,1,0,0,1,298,18.3,7.4,2.2,4,21,86,2.2,0.0,0.0,5.0,Healthy
Tokwa At Tausi,0,0,1,1,123,8.1,1.1,1.6,4,15,342,2.4,0.0,0.0,10.0,Healthy
Tokwa Guisado,1,0,0,1,146,8.4,1.4,0.7,2,18,17,1.8,0.0,0.0,8.0,Healthy
Tokwa't Baboy,1,0,0,1,332,21.5,6.8,1.2,3,25,81,2.2,0.0,0.0,5.0,Healthy
Tokwat Baboy,1,0,0,1,298,18.3,7.4,2.2,4,21,86,2.2,0.0,0.0,5.0,Healthy
TOM YUM,1,0,0,1,64,0.8,0.1,0.1,0,8,2,7.1,0.5,0.0,8.0,Healthy
Tomato And Cheese Sandwich,0,1,1,1,177,8.2,3.3,0.9,9,6,225,18.4,1.8,0.0,8.0,Healthy
Tomato And Cucumber Sandwich,0,1,1,1,72,3.0,1.0,0.6,2,6,239,10.1,1.1,0.0,1.0,Healthy
Tomato And Mozzarella Panini,0,1,1,1,149,5.9,3.0,1.0,2,8,244,16.1,1.2,0.0,6.0,Healthy
Tomato And Onion Salad,0,1,1,1,22,0.1,0.0,0.1,0,5,2,4.6,0.8,0.0,0.0,Healthy
Tomato And Spinach Salad,0,1,1,1,25,0.5,0.1,0.1,1,2,22,3.1,1.1,0.0,2.0,Healthy
Tomato Basil Pasta,1,0,0,1,147,4.3,1.2,0.6,1,9,294,25.2,2.2,0.0,4.0,Healthy
Tomato Basil Soup,1,0,0,1,51,1.6,0.8,0.3,1,5,4,7.9,1.6,0.0,7.0,Healthy
Tomato Bruschetta,0,1,1,1,59,2.9,0.4,0.6,2,2,113,4.7,0.5,0.0,2.0,Healthy
Tomato Chutney,0,1,1,1,86,4.1,1.3,0.5,1,3,2,15.4,1.9,0.0,1.0,Healthy
Tomato Curry,1,0,0,1,65,3.6,0.4,0.2,1,6,5,4.2,0.9,0.0,4.0,Healthy
Tomato Dal,1,0,0,1,108,3.3,0.3,0.6,2,9,7,17.3,3.0,0.0,0.0,Healthy
Tomato Garlic Chutney,0,1,1,1,76,4.7,0.3,1.2,0,1,5,14.1,1.3,0.0,1.0,Healthy
Tomato Juice,0,1,1,1,18,0.2,0.0,0.0,0,2,4,3.6,0.6,0.0,3.0,Healthy
Tomato Omelette,0,1,1,1,122,6.4,3.3,0.8,7,2,292,4.1,0.9,0.0,10.0,Overweight
Tomato Pachadi,0,1,1,1,78,4.5,1.5,0.4,2,1,3,10.3,2.7,0.0,2.0,Healthy
Tomato Pasta,1,0,0,1,94,2.5,0.3,0.6,0,0,2,17.6,1.8,0.0,0.0,Healthy
Tomato Pesto,0,1,1,1,303,30.2,5.4,1.1,3,9,17,15.2,2.4,0.0,2.0,Overweight
Tomato Rasam,1,0,0,1,47,1.6,0.2,0.3,0,3,6,10.3,1.8,0.0,10.0,Healthy
Tomato Rice,1,0,0,1,132,3.7,1.0,0.5,1,3,17,24.3,3.6,0.0,24.0,Healthy
Tomato Sambar,1,0,0,1,66,2.7,0.3,0.5,1,6,5,10.3,2.6,0.0,10.0,Healthy
Tomato Sandwich,0,1,1,1,86,4.5,1.1,0.5,3,2,166,11.3,1.3,0.0,1.0,Healthy
Tomato Soup,1,0,0,1,74,1.6,0.5,0.3,1,6,10,11.2,2.1,0.0,11.0,Healthy
Tomato Thokku,0,1,1,1,82,4.3,1.1,0.4,1,1,4,11.3,2.6,0.0,1.0,Healthy
Tomato Upma,1,0,0,1,114,3.2,0.5,0.5,2,7,7,20.3,2.8,0.0,2.0,Healthy
Tomato Uttapam,1,0,0,1,165,2.2,0.5,0.5,2,4,6,32.1,3.6,0.0,32.0,Healthy
Tomato Vegetable Soup,1,0,0,1,58,0.6,0.1,0.1,1,7,10,8.6,1.8,0.0,8.0,Healthy
Tomato Yogurt Salad,0,1,1,1,79,3.9,1.5,0.6,4,7,97,11.6,2.5,0.0,3.0,Healthy
Tomato-Garlic Soup,1,0,0,1,70,1.1,0.3,0.2,1,8,8,9.4,1.6,0.0,9.0,Healthy
Tomato-Onion Masala,0,1,1,1,56,2.6,1.2,0.2,2,0,3,11.3,2.9,0.0,2.0,Healthy
Tomato-Onion Soup,1,0,0,1,44,0.6,0.1,0.1,1,5,5,7.4,1.2,0.0,7.0,Healthy
Tomato-Onion Uttapam,1,0,0,1,139,2.3,0.5,0.5,2,6,4,27.6,3.2,0.0,27.0,Healthy
Tomatillo Salsa,0,1,1,1,36,0.2,0.0,0.1,0,9,1,4.9,0.4,0.0,0.0,Healthy
Tonkatsu,0,1,0,0,317,22.0,4.5,0.8,1,14,320,3.0,0.0,0.0,1.0,Overweight
Tonkotsu Ramen,1,0,0,1,172,8.0,2.5,0.5,2,6,630,25.4,1.8,0.0,4.0,Healthy
Tortang Talong,0,1,1,1,69,4.5,1.1,0.2,1,1,3,6.1,1.4,0.0,1.0,Healthy
Tortellini Soup,1,0,0,1,86,1.9,0.6,0.4,1,7,151,14.6,1.1,0.0,1.0,Healthy
Tortilla Chips,0,1,1,1,149,7.2,1.2,1.0,1,0,126,17.3,1.8,0.0,0.0,Overweight
Tortilla Espanola,0,1,1,1,213,13.7,2.3,1.1,1,3,358,16.6,2.3,0.0,11.0,Overweight
Tortilla Soup,1,0,0,1,53,2.3,0.4,0.1,0,4,6,7.2,1.2,0.0,7.0,Healthy
Tostada,0,1,1,1,142,6.7,1.5,1.2,4,3,85,17.5,2.3,0.0,1.0,Healthy
Tostadas De Pollo,1,1,0,0,263,13.2,5.3,1.3,16,83,121,14.1,2.0,0.0,1.0,Healthy
Tostadas De Tinga,1,1,0,0,195,8.9,3.1,1.4,8,58,138,13.4,1.6,0.0,1.0,Healthy
Tandoori Mushroom,0,1,1,1,143,5.6,6.3,3.5,46,33,378,10.9,2.3,0.0,2.9,Normal
Tandoori Prawns,0,0,1,0,278,13.1,43.4,3.7,205,135,545,2.7,0.0,0.0,1.7,Normal
Tandoori Roti,0,0,1,1,290,1.9,9.0,4.4,27,541,150,57.0,2.4,0.0,0.6,Normal
Tandoori Salmon,0,0,1,0,214,7.5,31.0,0.0,9,84,376,0.0,0.0,0.0,0.0,Normal
Tandoori Shrimp,0,0,1,0,252,5.3,51.4,3.8,51,180,462,0.0,0.0,0.0,0.0,Normal
Tandoori Tofu,0,1,1,1,143,8.5,12.6,3.5,258,224,65,3.4,1.5,0.0,1.9,Normal
Tangy Potato,0,1,1,1,177,8.5,2.5,2.7,54,31,208,23.8,3.1,0.0,3.1,Normal
Tangy Tofu,0,1,1,1,143,8.5,12.6,3.5,258,224,65,3.4,1.5,0.0,1.9,Normal
Tangy Tomato Soup,0,1,1,1,30,0.6,1.3,0.6,14,254,448,6.1,1.5,0.0,3.7,Normal
Tangy Tuna Salad,0,1,0,0,100,4.0,14.0,2.1,31,121,214,0.4,0.0,0.0,0.4,Normal
Tangy Vegetable Stir Fry,0,1,1,1,105,5.0,3.0,1.3,25,508,227,11.6,2.2,0.0,3.5,Normal
Tapioca Pearls,0,0,0,1,88,0.2,0.19,0.06,9,1,4,21.6,0.9,0.0,3.5,Normal
Tarla Dalal Khichdi,1,0,0,1,155,7.5,4.9,1.5,7,3,219,17.0,1.4,0.0,1.3,Normal
Tarla Dalal Recipes,1,1,1,1,176,7.7,6.0,2.7,131,350,270,21.0,3.3,0.0,3.0,Normal
Tawa Chicken,0,0,1,0,270,12.5,40.3,2.9,82,68,318,0.0,0.0,0.0,0.0,Normal
Tawa Fish Fry,0,0,1,0,218,9.9,29.1,1.7,68,105,218,0.0,0.0,0.0,0.0,Normal
Tawa Paneer,0,1,1,1,266,18.0,21.0,2.7,312,185,124,4.1,0.0,0.0,0.0,Normal
Tawa Pulao,0,0,1,1,120,5.0,2.1,1.5,20,171,70,14.1,0.5,0.0,0.9,Normal
Tea Cake,1,0,0,1,286,9.0,4.0,1.0,0,216,238,44.0,1.0,0.0,23.0,Normal
Thandai,0,0,0,1,68,1.9,1.9,0.38,50,22,81,9.3,1.1,0.0,4.2,Normal
Thandai Powder,0,0,0,1,390,4.7,6.3,0.0,0,0,0,75.3,0.0,0.0,0.0,Normal
Thattai,0,0,0,1,479,31.6,5.9,2.2,47,3,441,38.5,2.8,0.0,0.0,Overweight
Thengai Sadam,0,0,1,1,161,8.0,3.0,1.0,0,328,218,19.2,1.5,0.0,0.0,Normal
Thepla,0,1,1,1,208,11.3,4.5,2.7,60,153,126,21.0,4.0,0.0,3.5,Normal
Thirattipal,0,0,0,1,287,7.8,4.9,0.95,177,67,160,48.1,0.2,0.0,48.1,Normal
Thotakura Pappu,1,0,0,1,130,5.4,5.2,3.3,35,97,271,15.3,3.4,0.0,3.5,Normal
Thotakura Pulusu,0,0,1,1,81,2.1,1.3,1.2,59,210,198,11.6,2.5,0.0,3.2,Normal
Tikka Masala,0,0,1,1,370,26.0,25.0,2.0,146,38,310,10.0,2.0,0.0,6.0,Normal
Til Chikki,0,0,0,1,513,29.3,12.6,4.3,556,4,32,51.5,3.1,0.0,24.5,Overweight
Til Ladoo,0,0,0,1,491,25.6,9.7,5.0,286,20,76,51.7,4.1,0.0,32.4,Overweight
Tomato,1,1,1,1,18,0.2,0.9,0.3,5,6,5,3.9,1.2,0.0,2.6,Normal
Tomato Basil Soup,0,1,1,1,64,1.6,2.1,0.8,44,502,191,10.8,1.1,0.0,6.6,Normal
Tomato Basil Tortellini Soup,0,1,1,1,58,1.5,2.1,0.7,43,449,227,9.9,1.0,0.0,5.9,Normal
Tomato Bath,0,0,1,1,242,11.3,3.9,2.6,38,320,180,24.1,2.3,0.0,3.6,Normal
Tomato Chutney,0,0,0,1,71,0.7,0.7,0.36,38,382,308,14.4,0.9,0.0,14.4,Normal
Tomato Curry,0,0,1,1,76,3.5,1.7,0.7,34,454,245,8.1,2.2,0.0,4.2,Normal
Tomato Dal,1,0,0,1,59,2.8,3.5,0.7,8,17,156,6.1,1.1,0.0,1.1,Normal
Tomato Dosa,0,1,1,1,81,2.8,2.0,0.8,27,241,215,12.5,2.3,0.0,2.1,Normal
Tomato Fryums,0,0,1,1,547,40.0,6.3,1.2,12,75,56,48.8,1.6,0.0,12.8,Overweight
Tomato Ketchup,0,0,0,1,97,0.1,0.9,0.4,12,1261,289,22.8,0.7,0.0,19.4,Normal
Tomato Onion Chutney,0,0,0,1,86,4.3,1.6,0.65,33,515,420,5.8,1.7,0.0,3.2,Normal
Tomato Onion Gojju,0,0,1,1,100,3.6,1.5,0.85,25,230,203,16.8,1.3,0.0,11.2,Normal
Tomato Onion Raita,0,1,0,1,81,3.5,3.2,0.85,13,112,148,6.9,1.0,0.0,2.8,Normal
Tomato Omelette,0,1,0,1,151,9.3,11.0,1.5,38,364,156,4.5,0.2,0.0,1.8,Normal
Tomato Pickle,0,0,0,1,107,4.1,0.9,0.8,43,313,1358,17.4,4.4,0.0,11.0,Normal
Tomato Pulao,0,0,1,1,218,6.0,4.0,1.4,8,16,78,33.1,1.4,0.0,1.4,Normal
Tomato Rasam,0,0,1,1,31,0.3,1.6,0.65,6,204,563,4.8,0.7,0.0,1.6,Normal
Tomato Rice,0,0,1,1,102,2.1,1.5,0.4,8,16,141,18.6,1.4,0.0,0.6,Normal
Tomato Sauce,0,0,0,1,19,0.1,0.9,0.3,3,229,87,4.1,0.7,0.0,3.5,Normal
Tomato Soup,0,1,1,1,32,0.6,1.3,0.6,14,254,448,6.1,1.5,0.0,3.7,Normal
Tomato Thokku,0,0,0,1,165,12.0,2.0,0.8,10,300,210,20.0,1.0,0.0,15.0,Normal
Tomato Upma,0,0,1,1,157,9.0,2.0,0.5,7,16,100,15.0,1.4,0.0,2.0,Normal
Tomato Uttapam,0,1,1,1,122,5.0,4.0,1.1,18,219,249,13.0,1.5,0.0,3.0,Normal
